Signal Name,P_fp,R_freq,I_suppress,Occurrences,Confidence,Score,Severity,Technique,Recommendation
SMTP to the Internet,0.0,6.944444444444444e-05,0.15267175572519084,6,Low,5,Medium,Exfiltration Over Alternative Protocol,Monitor - No immediate tuning required
SMTP to the Internet,0.0,6.944444444444444e-05,0.15267175572519084,6,Low,5,Medium,Exfiltration Over Alternative Protocol,Monitor - No immediate tuning required
SMTP to the Internet,0.0,6.944444444444444e-05,0.15267175572519084,6,Low,5,Medium,Exfiltration Over Alternative Protocol,Monitor - No immediate tuning required
SMTP to the Internet,0.0,6.944444444444444e-05,0.15267175572519084,6,Low,5,Medium,Exfiltration Over Alternative Protocol,Monitor - No immediate tuning required
SMTP to the Internet,0.0,6.944444444444444e-05,0.15267175572519084,6,Low,5,Medium,Exfiltration Over Alternative Protocol,Monitor - No immediate tuning required
SMTP to the Internet,0.0,6.944444444444444e-05,0.15267175572519084,6,Low,5,Medium,Exfiltration Over Alternative Protocol,Monitor - No immediate tuning required
SSH from the Internet,0.0,6.944444444444444e-05,0.15267175572519084,6,Low,5,Medium,Exploit Public-Facing Application,Monitor - No immediate tuning required
SSH from the Internet,0.0,6.944444444444444e-05,0.15267175572519084,6,Low,5,Medium,Exploit Public-Facing Application,Monitor - No immediate tuning required
SSH from the Internet,0.0,6.944444444444444e-05,0.15267175572519084,6,Low,5,Medium,Exploit Public-Facing Application,Monitor - No immediate tuning required
SSH from the Internet,0.0,6.944444444444444e-05,0.15267175572519084,6,Low,5,Medium,Exploit Public-Facing Application,Monitor - No immediate tuning required
SSH from the Internet,0.0,6.944444444444444e-05,0.15267175572519084,6,Low,5,Medium,Exploit Public-Facing Application,Monitor - No immediate tuning required
New Source IP Access to Hikvision Endpoint,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Active Scanning,Monitor - No immediate tuning required
New Source IP Access to Hikvision Endpoint,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Active Scanning,Monitor - No immediate tuning required
New Source IP Access to Hikvision Endpoint,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Active Scanning,Monitor - No immediate tuning required
IPSEC NAT Traversal Port Activity,0.0,6.944444444444444e-05,0.15267175572519084,6,Low,4,Medium,Encrypted Channel,Monitor - No immediate tuning required
Suspicious Outbound TCP Resets to Hikvision Port (7661),0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Application Layer Protocol,Monitor - No immediate tuning required
Trend-Micro Agent Removed,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Impair Defenses,Monitor - No immediate tuning required
Trend-Micro Agent Removed,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Impair Defenses,Monitor - No immediate tuning required
IPSEC NAT Traversal Port Activity,0.0,6.944444444444444e-05,0.15267175572519084,6,Low,4,Medium,Encrypted Channel,Monitor - No immediate tuning required
Trend-Micro Agent Removed,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Impair Defenses,Monitor - No immediate tuning required
Trend-Micro Agent Removed,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Impair Defenses,Monitor - No immediate tuning required
IPSEC NAT Traversal Port Activity,0.0,6.944444444444444e-05,0.15267175572519084,6,Low,4,Medium,Encrypted Channel,Monitor - No immediate tuning required
Trend-Micro Agent Removed,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Impair Defenses,Monitor - No immediate tuning required
IPSEC NAT Traversal Port Activity,0.0,6.944444444444444e-05,0.15267175572519084,6,Low,4,Medium,Encrypted Channel,Monitor - No immediate tuning required
Trend-Micro Agent Removed,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Impair Defenses,Monitor - No immediate tuning required
IPSEC NAT Traversal Port Activity,0.0,6.944444444444444e-05,0.15267175572519084,6,Low,4,Medium,Encrypted Channel,Monitor - No immediate tuning required
New Source IP Access to Hikvision Endpoint,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Active Scanning,Monitor - No immediate tuning required
Trend-Micro Agent Removed,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Impair Defenses,Monitor - No immediate tuning required
IPSEC NAT Traversal Port Activity,0.0,6.944444444444444e-05,0.15267175572519084,6,Low,4,Medium,Encrypted Channel,Monitor - No immediate tuning required
Trend-Micro Agent Removed,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Impair Defenses,Monitor - No immediate tuning required
Trend-Micro Agent Removed,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Impair Defenses,Monitor - No immediate tuning required
New Source IP Access to Hikvision Endpoint,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Active Scanning,Monitor - No immediate tuning required
New Source IP Access to Hikvision Endpoint,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Active Scanning,Monitor - No immediate tuning required
Trend-Micro Agent Removed,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Impair Defenses,Monitor - No immediate tuning required
New Source IP Access to Hikvision Endpoint,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Active Scanning,Monitor - No immediate tuning required
New Source IP Access to Hikvision Endpoint,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Active Scanning,Monitor - No immediate tuning required
New Source IP Access to Hikvision Endpoint,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Active Scanning,Monitor - No immediate tuning required
Trend-Micro Agent Removed,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Impair Defenses,Monitor - No immediate tuning required
Trend-Micro Agent Removed,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Impair Defenses,Monitor - No immediate tuning required
Trend-Micro Agent Removed,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Impair Defenses,Monitor - No immediate tuning required
Trend-Micro Agent Removed,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Impair Defenses,Monitor - No immediate tuning required
Trend-Micro Agent Removed,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Impair Defenses,Monitor - No immediate tuning required
Telnet Port Activity,0.0,6.944444444444444e-05,0.15267175572519084,6,Low,3,Low,Remote Services,Monitor - No immediate tuning required
Trend-Micro Agent Removed,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Impair Defenses,Monitor - No immediate tuning required
Trend-Micro Agent Removed,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Impair Defenses,Monitor - No immediate tuning required
Trend-Micro Agent Removed,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Impair Defenses,Monitor - No immediate tuning required
Telnet Port Activity,0.0,6.944444444444444e-05,0.15267175572519084,6,Low,3,Low,Remote Services,Monitor - No immediate tuning required
Trend-Micro Agent Removed,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Impair Defenses,Monitor - No immediate tuning required
Trend-Micro Agent Removed,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Impair Defenses,Monitor - No immediate tuning required
Trend-Micro Agent Removed,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Impair Defenses,Monitor - No immediate tuning required
Trend-Micro Agent Removed,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Impair Defenses,Monitor - No immediate tuning required
Trend-Micro Agent Removed,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Impair Defenses,Monitor - No immediate tuning required
Trend-Micro Agent Removed,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Impair Defenses,Monitor - No immediate tuning required
Trend-Micro Agent Removed,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Impair Defenses,Monitor - No immediate tuning required
Trend-Micro Agent Removed,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Impair Defenses,Monitor - No immediate tuning required
Trend-Micro Agent Removed,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Impair Defenses,Monitor - No immediate tuning required
Telnet Port Activity,0.0,6.944444444444444e-05,0.15267175572519084,6,Low,3,Low,Remote Services,Monitor - No immediate tuning required
Trend-Micro Agent Removed,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Impair Defenses,Monitor - No immediate tuning required
Trend-Micro Agent Removed,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Impair Defenses,Monitor - No immediate tuning required
Trend-Micro Agent Removed,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Impair Defenses,Monitor - No immediate tuning required
Trend-Micro Agent Removed,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Impair Defenses,Monitor - No immediate tuning required
Trend-Micro Agent Removed,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Impair Defenses,Monitor - No immediate tuning required
Telnet Port Activity,0.0,6.944444444444444e-05,0.15267175572519084,6,Low,3,Low,Remote Services,Monitor - No immediate tuning required
Trend-Micro Agent Removed,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Impair Defenses,Monitor - No immediate tuning required
Trend-Micro Agent Removed,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Impair Defenses,Monitor - No immediate tuning required
Trend-Micro Agent Removed,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Impair Defenses,Monitor - No immediate tuning required
Telnet Port Activity,0.0,6.944444444444444e-05,0.15267175572519084,6,Low,3,Low,Remote Services,Monitor - No immediate tuning required
Trend-Micro Agent Removed,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Impair Defenses,Monitor - No immediate tuning required
Trend-Micro Agent Removed,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Impair Defenses,Monitor - No immediate tuning required
Trend-Micro Agent Removed,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Impair Defenses,Monitor - No immediate tuning required
Trend-Micro Agent Removed,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Impair Defenses,Monitor - No immediate tuning required
Trend-Micro Agent Removed,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Impair Defenses,Monitor - No immediate tuning required
Trend-Micro Agent Removed,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Impair Defenses,Monitor - No immediate tuning required
Trend-Micro Agent Removed,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Impair Defenses,Monitor - No immediate tuning required
Trend-Micro Agent Removed,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Impair Defenses,Monitor - No immediate tuning required
Trend-Micro Agent Removed,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Impair Defenses,Monitor - No immediate tuning required
Trend-Micro Agent Removed,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Impair Defenses,Monitor - No immediate tuning required
Trend-Micro Agent Removed,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Impair Defenses,Monitor - No immediate tuning required
Trend-Micro Agent Removed,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Impair Defenses,Monitor - No immediate tuning required
Telnet Port Activity,0.0,6.944444444444444e-05,0.15267175572519084,6,Low,3,Low,Remote Services,Monitor - No immediate tuning required
Trend-Micro Agent Removed,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Impair Defenses,Monitor - No immediate tuning required
Trend-Micro Agent Removed,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Impair Defenses,Monitor - No immediate tuning required
Telnet Port Activity,0.0,6.944444444444444e-05,0.15267175572519084,6,Low,3,Low,Remote Services,Monitor - No immediate tuning required
Telnet Port Activity,0.0,6.944444444444444e-05,0.15267175572519084,6,Low,3,Low,Remote Services,Monitor - No immediate tuning required
Telnet Port Activity,0.0,6.944444444444444e-05,0.15267175572519084,6,Low,3,Low,Remote Services,Monitor - No immediate tuning required
Telnet Port Activity,0.0,6.944444444444444e-05,0.15267175572519084,6,Low,3,Low,Remote Services,Monitor - No immediate tuning required
Telnet Port Activity,0.0,6.944444444444444e-05,0.15267175572519084,6,Low,3,Low,Remote Services,Monitor - No immediate tuning required
Telnet Port Activity,0.0,6.944444444444444e-05,0.15267175572519084,6,Low,3,Low,Remote Services,Monitor - No immediate tuning required
Telnet Port Activity,0.0,6.944444444444444e-05,0.15267175572519084,6,Low,3,Low,Remote Services,Monitor - No immediate tuning required
Trend-Micro Agent Removed,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Impair Defenses,Monitor - No immediate tuning required
Trend-Micro Agent Removed,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Impair Defenses,Monitor - No immediate tuning required
Trend-Micro Agent Removed,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Impair Defenses,Monitor - No immediate tuning required
Trend-Micro Agent Removed,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Impair Defenses,Monitor - No immediate tuning required
Telnet Port Activity,0.0,6.944444444444444e-05,0.15267175572519084,6,Low,3,Low,Remote Services,Monitor - No immediate tuning required
Telnet Port Activity,0.0,6.944444444444444e-05,0.15267175572519084,6,Low,3,Low,Remote Services,Monitor - No immediate tuning required
Telnet Port Activity,0.0,6.944444444444444e-05,0.15267175572519084,6,Low,3,Low,Remote Services,Monitor - No immediate tuning required
Trend-Micro Agent Removed,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Impair Defenses,Monitor - No immediate tuning required
Trend-Micro Agent Removed,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Impair Defenses,Monitor - No immediate tuning required
Telnet Port Activity,0.0,6.944444444444444e-05,0.15267175572519084,6,Low,3,Low,Remote Services,Monitor - No immediate tuning required
Telnet Port Activity,0.0,6.944444444444444e-05,0.15267175572519084,6,Low,3,Low,Remote Services,Monitor - No immediate tuning required
Trend-Micro Agent Removed,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Impair Defenses,Monitor - No immediate tuning required
Telnet Port Activity,0.0,6.944444444444444e-05,0.15267175572519084,6,Low,3,Low,Remote Services,Monitor - No immediate tuning required
Telnet Port Activity,0.0,6.944444444444444e-05,0.15267175572519084,6,Low,3,Low,Remote Services,Monitor - No immediate tuning required
Telnet Port Activity,0.0,6.944444444444444e-05,0.15267175572519084,6,Low,3,Low,Remote Services,Monitor - No immediate tuning required
Trend-Micro Agent Removed,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Impair Defenses,Monitor - No immediate tuning required
Trend-Micro Agent Removed,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Impair Defenses,Monitor - No immediate tuning required
Trend-Micro Agent Removed,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Impair Defenses,Monitor - No immediate tuning required
Trend-Micro Agent Removed,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Impair Defenses,Monitor - No immediate tuning required
Telnet Port Activity,0.0,6.944444444444444e-05,0.15267175572519084,6,Low,3,Low,Remote Services,Monitor - No immediate tuning required
Telnet Port Activity,0.0,6.944444444444444e-05,0.15267175572519084,6,Low,3,Low,Remote Services,Monitor - No immediate tuning required
Telnet Port Activity,0.0,6.944444444444444e-05,0.15267175572519084,6,Low,3,Low,Remote Services,Monitor - No immediate tuning required
Trend-Micro Agent Removed,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Impair Defenses,Monitor - No immediate tuning required
Trend-Micro Agent Removed,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Impair Defenses,Monitor - No immediate tuning required
Telnet Port Activity,0.0,6.944444444444444e-05,0.15267175572519084,6,Low,3,Low,Remote Services,Monitor - No immediate tuning required
Trend-Micro Agent Removed,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Impair Defenses,Monitor - No immediate tuning required
Trend-Micro Agent Removed,0.0,6.944444444444444e-05,0.15267175572519084,6,Medium,5,Medium,Impair Defenses,Monitor - No immediate tuning required
